image_name,color_hue_hist_0,color_hue_hist_1,color_hue_hist_2,color_hue_hist_3,color_hue_hist_4,color_hue_hist_5,color_hue_hist_6,color_hue_hist_7,color_hsv_mean_0,color_hsv_mean_1,color_hsv_mean_2,color_hsv_std_0,color_hsv_std_1,color_hsv_std_2,color_dominant_colors_0_0,color_dominant_colors_0_1,color_dominant_colors_0_2,color_dominant_colors_1_0,color_dominant_colors_1_1,color_dominant_colors_1_2,color_dominant_colors_2_0,color_dominant_colors_2_1,color_dominant_colors_2_2,shape_area,shape_perimeter,shape_aspect_ratio,shape_circularity,shape_solidity,shape_hu_moments_0,shape_hu_moments_1,shape_hu_moments_2,shape_hu_moments_3,edge_convexity,edge_significant_concavities,edge_complexity,edge_angle_variance,vein_vein_density,vein_direction_consistency,vein_mean_vein_width,vein_var_vein_width,tree_type
image_3.JPG,0.044690243899822235,0.0942964106798172,1.0,0.8178873062133789,0.4188034236431122,0.3317691683769226,0.1851293295621872,7.203198038041592e-10,66.04300164432708,80.40938761273605,108.02675768598336,16.739006065505706,46.54515084717425,36.76068119680385,76,102,72,123,141,115,22,43,26,20029.5,630.7422025203705,0.8775510204081632,0.6326684702892755,0.9742448562673282,0.6942603537397388,1.829949593338624,3.9705738314112247,4.804140053545053,0.9196198642108004,4,4.456735254706616,0.1000715544641502,0.40076735263341473,0.42946562580320513,0.6012899,0.27309644,blueberry
image_266.JPG,-9.677023626863956e-10,0.040541861206293106,1.0,0.3359927237033844,0.3706405460834503,0.23045362532138824,0.12543554604053497,0.028558403253555298,57.70118947072072,107.30014780405405,95.7678420608108,14.35751703183366,49.88461173138232,36.39491433355321,70,105,73,28,63,35,131,155,133,28417.5,723.8548998832703,0.7927927927927928,0.681542111749894,0.9807931248705736,0.7809442508986243,2.8411717273765635,3.8683147241841094,5.2704239831945126,0.8665240587592179,5,4.293965830790471,0.18561580135865022,0.3363597972972973,0.44134434205945505,0.7512513,0.412152,blueberry
image_538.JPG,-1.9426806829869747e-09,0.15965166687965393,0.9999999403953552,0.3326934576034546,0.23835384845733643,0.2211245745420456,0.15843437612056732,0.0019195635104551911,61.785644405540395,78.0395448226147,108.8923845322074,14.920241133169581,47.53453300387427,40.718269890705685,81,109,81,130,150,127,31,56,34,19401.5,554.0559099912643,0.8626373626373627,0.7942148234606707,0.9778488987450229,0.7902178076300994,3.4079147841809134,4.36775410928478,7.425630540871015,0.9235066577658673,3,3.977735833611265,0.061579984584288844,0.36970289892384534,0.42073438609478975,0.65623957,0.3086462,blueberry
image_465.JPG,0.008318927139043808,1.0,0.04915730282664299,-1.4042598195374012e-09,0.2059204876422882,0.46531981229782104,0.40584486722946167,0.18668971955776215,43.85628636141582,173.91135586445796,121.9058933250433,17.958372098312225,53.321170098120064,38.98780707021865,30,119,87,90,159,135,8,33,21,22431.5,670.8843371868134,0.7464114832535885,0.6262862464606695,0.9700947108939152,0.7781525809353526,2.6871851805541525,4.305406618380549,5.765578503587141,0.8304180180585902,7,4.479386066567729,0.12709457400787294,0.36341430918861306,0.43390772722347604,0.6771412,0.33443585,blueberry
image_210.JPG,-1.673470251262188e-10,0.10150465369224548,1.0,0.29443788528442383,0.16010144352912903,0.08459848165512085,0.09971259534358978,0.14556214213371277,48.82940489279824,167.08184442001098,84.07194887300714,16.328314896151454,51.105002129609424,36.99003872930991,17,64,35,132,174,154,50,109,74,29100.5,798.8498463630676,0.8552631578947368,0.5730334882888916,0.976330269073341,0.7572750915840156,2.3118649943255494,4.755450014025408,5.952924931100861,0.8095789784468567,12,4.682900503127333,0.18211543456948537,0.34710005497526114,0.39984292410517797,0.70997065,0.35236734,blueberry
image_211.JPG,-2.444721758365631e-09,0.03668694943189621,0.9999999403953552,0.31533512473106384,0.2897837460041046,0.1931460052728653,0.1858517825603485,0.10190340131521225,52.68605538351061,136.97625779812395,87.52847717786454,17.527741202334497,50.291641013192184,35.902430615338055,22,62,35,137,169,151,58,103,70,22305.5,774.8254624605179,0.7961165048543689,0.4668894478343311,0.9708173746518106,0.7199977154078901,1.9806082073165174,3.9220313384609087,5.182790939951662,0.7585852353995769,9,5.187975335800464,0.2108434603556809,0.35963376868183655,0.4037829938107811,0.68491256,0.347996,blueberry
image_173.JPG,0.0,1.0,0.49740609526634216,0.14007055759429932,0.37896865606307983,0.5265614986419678,0.37590786814689636,0.2522307336330414,45.813957996768984,169.6496607431341,111.22924071082392,15.185684069244342,53.92712376523416,38.64837658309987,12,65,40,110,163,142,40,120,86,30957.5,789.3940032720566,0.8362831858407079,0.6242924745471238,0.9770396086476251,0.7897414243730269,3.2663335049650675,3.977378545966853,5.976697868929249,0.8165831245953227,9,4.486533161346505,0.2466308109606135,0.3465266558966074,0.4249227398398048,0.70192814,0.33533245,blueberry
image_198.JPG,-1.877197064459324e-09,0.05959783121943474,1.0,0.23759135603904724,0.13057707250118256,0.10094178467988968,0.12843169271945953,0.11261408776044846,50.79561764830778,147.85604484266847,75.35861395388339,15.250859008129707,51.45577273042446,34.717086342739634,52,95,66,132,164,148,18,55,30,23515.0,736.3818099498749,0.8842105263157894,0.5449400697512832,0.9763946270268026,0.7889647883231095,3.0503125217608766,4.36613841966178,6.457135916974159,0.7600440904084851,8,4.802092932794261,0.26824770002873793,0.3626480954605291,0.39081939218976136,0.68824804,0.35770598,blueberry
image_201.JPG,3.612512955442071e-09,0.04618130624294281,1.0,0.24172677099704742,0.12106789648532867,0.07812151312828064,0.11009890586137772,0.117758609354496,52.52818691916535,149.3835262142732,74.79151323864633,16.169642592411364,52.18933345800444,32.810057052810095,55,96,66,19,57,30,147,169,155,22910.5,688.0559102296829,1.0054054054054054,0.6081307612519979,0.9670141820023637,0.7464072069293396,2.224371616482676,3.777357002977148,4.850398051682558,0.8589948907261143,8,4.545759405679287,0.14746006517927915,0.337497808171138,0.43697477110570926,0.7441045,0.40648648,blueberry
image_377.JPG,2.0954757928848267e-09,0.015636058524250984,1.0,0.3376255929470062,0.14610160887241364,0.06381774693727493,0.1018112450838089,0.10464129596948624,49.669409780775716,156.40303541315345,80.70866779089376,19.508453267565525,53.94380491394748,35.23006222049512,16,58,32,134,164,151,47,95,65,14909.5,600.8843370676041,0.6923076923076923,0.5189089676090114,0.9656724634865119,0.6771708006023229,1.7479450892630635,3.448296746427386,4.05335951382819,0.852788811157788,4,4.9210677478719775,0.15847484045131716,0.36627318718381113,0.43900315246922605,0.6724394,0.3322354,blueberry
